url,company,rating,review,client_budget,hourly_rate,size,location,website
https://clutch.co/profile/acer-innovation,Acer Innovation,,,"$250,000+",$150 - $199 / hr,50 - 249,"Schaumburg, IL",nan
https://clutch.co/profile/mindspan-systems,Mindspan Systems,,,"$10,000+",50 - 249,,"Durham, NC",nan
https://clutch.co/profile/hdata-systems,HData Systems,,,"$10,000+",< $25 / hr,10 - 49,"Ahmedabad, India",nan
https://clutch.co/profile/newdatalabs,NewDataLabs,,,"$5,000+",$50 - $99 / hr,10 - 49,"Wrocław, Poland",nan
https://clutch.co/profile/geopoint-data,Geopoint Data,,,"$1,000+",10 - 49,,"Scottsdale, AZ",nan
https://clutch.co/profile/in516ht,In516ht,,,"$50,000+",$50 - $99 / hr,50 - 249,"Ljubljana, Slovenia",nan
https://clutch.co/profile/datuary,Datuary,,,"$10,000+",$50 - $99 / hr,10 - 49,"Murcia, Spain",nan
https://clutch.co/profile/addend-analytics,Addend Analytics,,,,10 - 49,,"Frisco, TX",nan
https://clutch.co/profile/dataservices2globe,Dataservices2globe,,,"$1,000+",< $25 / hr,50 - 249,"Melville, NY",nan
https://clutch.co/profile/gluedata,GlueData,,,,10 - 49,,"Eastbourne, United Kingdom",nan
https://clutch.co/profile/actowiz-solutions-llp,Actowiz Solutions LLP,,,"$1,000+",< $25 / hr,10 - 49,"Walnut, CA",nan
https://clutch.co/profile/tibil-solutions,Tibil Solutions,,,,50 - 249,,"Bangalore, India",nan
https://clutch.co/profile/scraping-intelligence-1,Scraping Intelligence,,,"$1,000+",$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/nexolution,Nexolution,,,"$25,000+",$50 - $99 / hr,50 - 249,"Ciudad de México, Mexico",nan
https://clutch.co/profile/databench,DataBench,,,,50 - 249,,"Sydney, Australia",nan
https://clutch.co/profile/datachef,DataChef,,,,10 - 49,,"Amsterdam, Netherlands",nan
https://clutch.co/profile/reviewgators-0,ReviewGators,,,,$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/foodspark-food-data-insights,Foodspark - Food Data & Insights,,,"$1,000+",$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/datateer,Datateer,,,"$25,000+",$150 - $199 / hr,10 - 49,"Parker, CO",nan
https://clutch.co/profile/qppmips-reporting-services,QPPMIPS Reporting Services,,,"$1,000+",< $25 / hr,2 - 9,"Ontario, CA",nan
https://clutch.co/profile/mvr-it,MVR IT Limited,,,"$50,000+",$25 - $49 / hr,2 - 9,"London, United Kingdom",nan
https://clutch.co/profile/computer-systems-plus,Computer Systems Plus,5.0,1 review,"$1,000+",$100 - $149 / hr,10 - 49,"Knoxville, TN",nan
https://clutch.co/profile/finage,Finage,,,"$1,000+",$100 - $149 / hr,10 - 49,"Lytchett Matravers, United Kingdom",nan
https://clutch.co/profile/prowesstics,Prowesstics,5.0,1 review,"$1,000+",$25 - $49 / hr,10 - 49,"Singapore, Singapore",nan
https://clutch.co/profile/cornerstone-data,"Cornerstone Data, Inc.",,,,2 - 9,,"Wichita, KS",nan
https://clutch.co/profile/goodroid,Goodroid,,,"$5,000+",$50 - $99 / hr,10 - 49,"Cluj-Napoca, Romania",nan
https://clutch.co/profile/white-box-analytics-pty,White Box Analytics Pty Limited,,,"$25,000+",$200 - $300 / hr,2 - 9,"Sydney, Australia",nan
https://clutch.co/profile/agile-iss,Agile iSS,,,,$100 - $149 / hr,50 - 249,,nan
https://clutch.co/profile/akira-consultancy,Akira Consultancy,,,"$1,000+",$25 - $49 / hr,10 - 49,"Bengaluru, India",nan
https://clutch.co/profile/adaptive-systems,Adaptive Systems,,,"$5,000+",$100 - $149 / hr,2 - 9,"Princeton, NJ",nan
https://clutch.co/profile/advanced-analytics-research-lab,Advanced Analytics and Research Lab,,,"$5,000+",$50 - $99 / hr,2 - 9,"Toronto, Canada",nan
https://clutch.co/profile/info-alchemy-corporation,Info Alchemy Corporation,,,,50 - 249,,"Pasig, Philippines",nan
https://clutch.co/profile/peritus-knowledge-services-corporation,Peritus Knowledge Services Corporation,,,"$1,000+",2 - 9,,"Makati, Philippines",nan
https://clutch.co/profile/bibrainia,Bibrainia,,,"$5,000+",$50 - $99 / hr,2 - 9,"Madurai, India",nan
https://clutch.co/profile/core3,core3,,,"$10,000+",$50 - $99 / hr,50 - 249,"Warszawa, Poland",nan
https://clutch.co/profile/sightspectrum,SightSpectrum,,,"$1,000+",< $25 / hr,50 - 249,"Mount Laurel Township, NJ",nan
https://clutch.co/profile/center-applied-data-science,The Center of Applied Data Science,,,"$100,000+",50 - 249,,"Kuala Lumpur, Malaysia",nan
https://clutch.co/profile/uxli,UXLI,,,"$1,000+",$50 - $99 / hr,50 - 249,"Milton Keynes, United Kingdom",nan
https://clutch.co/profile/ciberseguridad-global,Ciberseguridad Global,,,"$1,000+",$50 - $99 / hr,2 - 9,"Madrid, Spain",nan
https://clutch.co/profile/factual-analytics,Factual Analytics,,,"$1,000+",$50 - $99 / hr,2 - 9,"Lagos, Nigeria",nan
https://clutch.co/profile/plika,Plika,,,"$5,000+",$25 - $49 / hr,10 - 49,"Gonnet, Argentina",nan
https://clutch.co/profile/onyx-data,Onyx Data,,,"$1,000+",$100 - $149 / hr,2 - 9,"Aylesbury, United Kingdom",nan
https://clutch.co/profile/actify-data-labs-0,Actify Data Labs,,,,10 - 49,,"Bengaluru, India",nan
https://clutch.co/profile/synthelize,Synthelize,,,"$5,000+",2 - 9,,"Pittsburgh, PA",nan
https://clutch.co/profile/datapatrol,DataPatrol,5.0,1 review,,10 - 49,,"San Francisco, CA",nan
https://clutch.co/profile/elait,ELAIT,,,"$50,000+",$50 - $99 / hr,50 - 249,"London, United Kingdom",nan
https://clutch.co/profile/intellify-solutions,Intellify Solutions Pvt. Ltd.,,,,$25 - $49 / hr,10 - 49,"Pune, India",nan
https://clutch.co/profile/stellar-data-entry,Stellar Data Entry,,,,50 - 249,,"Khordha, India",nan
https://clutch.co/profile/hasdata,HasData,,,,2 - 9,,"Houston, TX",nan
https://clutch.co/profile/aspex-0,ASPEX,,,"$5,000+",$25 - $49 / hr,10 - 49,"Almaty, Kazakhstan",nan
https://clutch.co/profile/shyena-tech-yarns,Shyena Tech Yarns Pvt. Ltd.,,,"$50,000+",$50 - $99 / hr,50 - 249,"Pune, India",nan
https://clutch.co/profile/sail-analytics,Sail Analytics,,,,< $25 / hr,10 - 49,"Bengaluru, India",nan
https://clutch.co/profile/product-data-scrape,Product Data Scrape,,,"$5,000+",$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/collectiv-0,Collectiv,,,,10 - 49,,"Chicago, IL",nan
https://clutch.co/profile/datatyk,Datatyk,,,"$5,000+",$25 - $49 / hr,10 - 49,"Ho Chi Minh, Vietnam",nan
https://clutch.co/profile/ga4-experts,GA4 Experts,,,"$1,000+",$50 - $99 / hr,10 - 49,"New Delhi, India",nan
https://clutch.co/profile/bitsandbytesinfotechpvtltd,BitsandbytesinfotechPvtLtd,,,"$1,000+",$25 - $49 / hr,10 - 49,"Toronto, Canada",nan
https://clutch.co/profile/radicalbit,Radicalbit,,,"$100,000+",$150 - $199 / hr,10 - 49,"Milano, Italy",nan
https://clutch.co/profile/semaphore-analytica,Semaphore Analytica,,,"$1,000+",$25 - $49 / hr,2 - 9,"WARRENSVL HTS, OH",nan
https://clutch.co/profile/ibisa,IBISA,,,"$1,000+",10 - 49,,,nan
https://clutch.co/profile/stratalycs-technologies,STRATALYCS Technologies Pvt Ltd,,,"$10,000+",$25 - $49 / hr,50 - 249,"Madhapur, India",nan
https://clutch.co/profile/predmac-technologies-private,PREDMAC TECHNOLOGIES PRIVATE LIMITED,,,"$1,000+",$50 - $99 / hr,10 - 49,"Thrissur, India",nan
https://clutch.co/profile/laser-focus-data,Laser Focus Data,,,"$1,000+",$25 - $49 / hr,2 - 9,"London, United Kingdom",nan
https://clutch.co/profile/metis-international,Metis Pvt. International,,,"$10,000+",$25 - $49 / hr,50 - 249,"Islamabad, Pakistan",nan
https://clutch.co/profile/adagio-tech,Adagio Tech,,,,10 - 49,,"Montevideo, Uruguay",nan
https://clutch.co/profile/vizyble,Vizyble,,,"$5,000+",$50 - $99 / hr,2 - 9,"Katowice, Poland",nan
https://clutch.co/profile/devhawk,DEVHAWK,,,"$1,000+",$100 - $149 / hr,2 - 9,"Buckeye, AZ",nan
https://clutch.co/profile/iteration-insights,Iteration Insights,,,"$1,000+",10 - 49,,"Calgary, Canada",nan
https://clutch.co/profile/edgematics,Edgematics,,,"$100,000+",$300+ / hr,50 - 249,"Dubai, United Arab Emirates",nan
https://clutch.co/profile/narwhal-data-solutions,Narwhal Data Solutions,,,,$50 - $99 / hr,2 - 9,"Berlin, Germany",nan
https://clutch.co/profile/humble-group,Humble Group,,,"$5,000+",$25 - $49 / hr,2 - 9,"Dundee, United Kingdom",nan
https://clutch.co/profile/inqontext,inQontext,,,"$5,000+",$50 - $99 / hr,2 - 9,"Vilnius, Lithuania",nan
https://clutch.co/profile/abelling,Abelling,,,,< $25 / hr,10 - 49,"Dhaka, Bangladesh",nan
https://clutch.co/profile/rsa-list-services,RSA List Services,,,"$1,000+",< $25 / hr,50 - 249,"Los Angeles, CA",nan
https://clutch.co/profile/calculate-data,Calculate Data Inc.,,,"$1,000+",$50 - $99 / hr,10 - 49,"Wilmington, DE",nan
https://clutch.co/profile/office-solution,Office solution,,,"$1,000+",$50 - $99 / hr,10 - 49,"Gurugram, India",nan
https://clutch.co/profile/fleetyr,Fleetyr,,,,$100 - $149 / hr,10 - 49,"Brookwater, Australia",nan
https://clutch.co/profile/inercya,Inercya,,,"$1,000+",$25 - $49 / hr,10 - 49,"Buenos Aires, Argentina",nan
https://clutch.co/profile/analysedco,Analysed.co,,,"$1,000+",$50 - $99 / hr,10 - 49,"Prague, Czech Republic",nan
https://clutch.co/profile/ardeema-solutions,Ardeema Solutions Ltd,,,"$1,000+",$50 - $99 / hr,2 - 9,"Milton Keynes, United Kingdom",nan
https://clutch.co/profile/scatterpie-analytics-data-analytics-company,ScatterPie Analytics - Data Analytics Company,,,"$1,000+",$50 - $99 / hr,50 - 249,"Mumbai, India",nan
https://clutch.co/profile/yessen-company,Yessen & Company,,,"$1,000+",$25 - $49 / hr,10 - 49,"Astana, Kazakhstan",nan
https://clutch.co/profile/realtime-bv,Realtime B.V.,,,"$10,000+",$150 - $199 / hr,2 - 9,"Nijverdal, Netherlands",nan
https://clutch.co/profile/data-league,DATA LEAGUE,,,"$10,000+",$100 - $149 / hr,2 - 9,"Perth, Australia",nan
https://clutch.co/profile/phemight-website-developer,Phemight Website Developer,,,"$1,000+",< $25 / hr,2 - 9,"Ado Ekiti, Nigeria",nan
https://clutch.co/profile/aidas-technologies,AIDAS TECHNOLOGIES INC,,,"$10,000+",$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/aks-iq,AKS iQ,,,"$10,000+",$50 - $99 / hr,50 - 249,"Karachi, Pakistan",nan
https://clutch.co/profile/projjetta-tecnologia-em-dados,Projjetta Tecnologia em Dados,,,"$5,000+",$50 - $99 / hr,10 - 49,"Joinville, Brazil",nan
https://clutch.co/profile/real-time-analytics,Real Time Analytics,,,,$50 - $99 / hr,50 - 249,"The Woodlands, TX",nan
https://clutch.co/profile/deployr,deployr,,,"$25,000+",$25 - $49 / hr,10 - 49,"Dover, DE",nan
https://clutch.co/profile/databrew,Databrew,,,"$5,000+",$50 - $99 / hr,2 - 9,"Gainesville, FL",nan
https://clutch.co/profile/grupo-cubo,Grupo Cubo,,,"$25,000+",$25 - $49 / hr,10 - 49,"Bogotá, Colombia",nan
https://clutch.co/profile/soaring-eagle-data-solutions,SOARING EAGLE DATA SOLUTIONS,,,"$5,000+",$200 - $300 / hr,10 - 49,"Apollo Beach, FL",nan
https://clutch.co/profile/veracity-ai,Veracity AI,,,"$25,000+",$200 - $300 / hr,10 - 49,"Colombo, Sri Lanka",nan
https://clutch.co/profile/keen-solution,Keen  Solution,4.5,1 review,"$10,000+",$25 - $49 / hr,10 - 49,"Mumbai, India",nan
https://clutch.co/profile/fission-consulting,Fission Consulting,,,,10 - 49,,"Chicago, IL",nan
https://clutch.co/profile/data-mind,Data Mind,,,,$25 - $49 / hr,10 - 49,"Villa Luro, Argentina",nan
https://clutch.co/profile/snak-consultancy-services,SNAK Consultancy Services,4.0,1 review,,10 - 49,,"Sheridan, WY",nan
https://clutch.co/profile/magicpixel,MagicPixel,,,,10 - 49,,"Overland Park, KS",nan
https://clutch.co/profile/scraperdevelopment,ScraperDevelopment,,,,10 - 49,,"Čakovec, Croatia",nan
https://clutch.co/profile/datamine,Datamine,,,"$5,000+",$200 - $300 / hr,50 - 249,"Sydney, Australia",nan
https://clutch.co/profile/iengineering-corporation,iENGINEERING Corporation,,,"$25,000+",$100 - $149 / hr,50 - 249,"Chantilly, VA",nan
https://clutch.co/profile/gutbit,Gutbit,,,"$1,000+",$25 - $49 / hr,10 - 49,"AIA, Argentina",nan
https://clutch.co/profile/roibox,Roibox,,,"$1,000+",10 - 49,,"Rīga, Latvia",nan
https://clutch.co/profile/lawyers-data-scraping-services-lawyers-data-lab,Lawyers Data Scraping Services - Lawyers Data Lab,,,"$1,000+",< $25 / hr,2 - 9,"New York,",nan
https://clutch.co/profile/emveep,Emveep,4.0,1 review,"$5,000+",$100 - $149 / hr,10 - 49,"Bali, Indonesia",nan
https://clutch.co/profile/genolis,Genolis,,,"$10,000+",$50 - $99 / hr,10 - 49,"South Melbourne, Australia",nan
https://clutch.co/profile/business-reporting-solutions,Business Reporting Solutions,,,"$5,000+",$50 - $99 / hr,10 - 49,"Wrocław, Poland",nan
https://clutch.co/profile/rs-consult-bg,RS Consult BG,,,"$10,000+",$50 - $99 / hr,10 - 49,"Sofia, Bulgaria",nan
https://clutch.co/profile/crossroad-elf-dss,Crossroad Elf DSS Pvt. Ltd,,,"$1,000+",$25 - $49 / hr,10 - 49,"Bengaluru, India",nan
https://clutch.co/profile/d1-insights,D1 Insights,,,"$5,000+",$100 - $149 / hr,2 - 9,"Chartridge, United Kingdom",nan
https://clutch.co/profile/movingbi,MovingBI,,,"$1,000+",$25 - $49 / hr,2 - 9,Argentina,nan
https://clutch.co/profile/freshdatalabs,FreshDataLabs,,,"$1,000+",< $25 / hr,10 - 49,"Chennai, India",nan
https://clutch.co/profile/biconst,Biconst,,,"$1,000+",$50 - $99 / hr,2 - 9,"Riga, Latvia",nan
https://clutch.co/profile/teknuvo,Teknuvo Inc,,,"$100,000+",$200 - $300 / hr,2 - 9,"Brookline, MA",nan
https://clutch.co/profile/matrix-data-entry,Matrix Data Entry,,,"$1,000+",< $25 / hr,2 - 9,"Ahmedabad, India",nan
https://clutch.co/profile/intuita,Intuita,,,"$50,000+",10 - 49,,"Newbury, United Kingdom",nan
https://clutch.co/profile/leverdata,LeverData,,,"$250,000+",10 - 49,,"New York, NY",nan
https://clutch.co/profile/hex-consulting,Hex Consulting,,,"$1,000+",$25 - $49 / hr,2 - 9,"Girton, United Kingdom",nan
https://clutch.co/profile/aeologic,Aeologic,,,"$1,000+",< $25 / hr,50 - 249,"Noida, India",nan
https://clutch.co/profile/inteliplus-data,InteliPlus Data,,,"$10,000+",10 - 49,,"Toronto, Canada",nan
https://clutch.co/profile/dataforte,DataForte,,,"$1,000+",$100 - $149 / hr,2 - 9,"Fairfax, VA",nan
https://clutch.co/profile/datoris,Datoris,,,"$1,000+",2 - 9,,"Novi Sad, Serbia",nan
https://clutch.co/profile/pryceai,Pryce.AI,,,"$25,000+",$50 - $99 / hr,10 - 49,"Nairobi, Kenya",nan
https://clutch.co/profile/vedity-software-private,Vedity Software Private Limited,,,"$100,000+",< $25 / hr,10 - 49,"Ahmedabad, India",nan
https://clutch.co/profile/adei-pty,ADEI (Pty) Ltd,,,"$1,000+",$25 - $49 / hr,2 - 9,"Johannesburg, South Africa",nan
https://clutch.co/profile/blutech-consulting,Blutech Consulting,,,"$5,000+",$25 - $49 / hr,50 - 249,"Karachi, Pakistan",nan
https://clutch.co/profile/biveri-teknoloji,Biveri Teknoloji,,,"$5,000+",$50 - $99 / hr,2 - 9,"Istanbul, Türkiye",nan
https://clutch.co/profile/cloud-terrain,Cloud Terrain,,,,$50 - $99 / hr,2 - 9,"The Rocks, Australia",nan
https://clutch.co/profile/flyondata,FlyOnData,,,"$1,000+",$50 - $99 / hr,10 - 49,"Buenos Aires, Argentina",nan
https://clutch.co/profile/hyperswell,HyperSwell,,,,2 - 9,,"St. Petersburg, FL",nan
https://clutch.co/profile/brandencode,BrandEncode,,,,50 - 249,,"Cairo, Egypt",nan
https://clutch.co/profile/gaia-tech,GAIA TECH,,,"$25,000+",$25 - $49 / hr,50 - 249,"Arcadia, CA",nan
https://clutch.co/profile/asym-labs,Asym Labs,,,"$10,000+",$50 - $99 / hr,10 - 49,"Nicosia, Cyprus",nan
https://clutch.co/profile/bigdata,IN-BIGDATA,,,"$1,000+",$50 - $99 / hr,2 - 9,"Vilnius, Lithuania",nan
https://clutch.co/profile/gorton-software,Gorton Software,,,,2 - 9,,"INDIA, India",nan
https://clutch.co/profile/iweb-data-scraping,iWeb Data Scraping,,,"$1,000+",$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/be-data-solutions,Be Data Solutions,,,,10 - 49,,"London, United Kingdom",nan
https://clutch.co/profile/360-data-center,360 Data Center,,,"$1,000+",$100 - $149 / hr,10 - 49,"Braintree, United Kingdom",nan
https://clutch.co/profile/numlytics-consulting-llp,NUMLYTICS CONSULTING LLP,,,,2 - 9,,"Vadodara, India",nan
https://clutch.co/profile/lensnure-solutions,Lensnure Solutions,,,"$1,000+",$25 - $49 / hr,10 - 49,"Pune, India",nan
https://clutch.co/profile/martech-ninjas,Martech Ninjas,,,"$5,000+",2 - 9,,,nan
https://clutch.co/profile/kloud-scrapes,Kloud Scrapes,,,"$1,000+",$25 - $49 / hr,2 - 9,"Lisboa, Portugal",nan
https://clutch.co/profile/dot-labs,DOT LABS,,,"$1,000+",$25 - $49 / hr,50 - 249,"Sharjah, United Arab Emirates",nan
https://clutch.co/profile/data-gurus,Data Gurus,,,"$10,000+",$25 - $49 / hr,10 - 49,"Austin, TX",nan
https://clutch.co/profile/armila,Armila,,,"$5,000+",$50 - $99 / hr,2 - 9,"București, Romania",nan
https://clutch.co/profile/astutetech,AstuteTech,,,,10 - 49,,"George, South Africa",nan
https://clutch.co/profile/reputation-capital-data,Reputation Capital Data,,,,$25 - $49 / hr,10 - 49,"Kyiv, Ukraine",nan
https://clutch.co/profile/seven-billion-analytics,Seven Billion Analytics,,,"$50,000+",$50 - $99 / hr,10 - 49,"New York, NY",nan
https://clutch.co/profile/mobile-app-scraping,Mobile App Scraping,,,,10 - 49,,"Houston, TX",nan
https://clutch.co/profile/miora-services,Miora Services,,,"$1,000+",$50 - $99 / hr,2 - 9,"Dubai, United Arab Emirates",nan
https://clutch.co/profile/datariselab-sp-z-oo,DataRiseLab Sp. z o.o.,,,,$50 - $99 / hr,10 - 49,"Wrocław, Poland",nan
https://clutch.co/profile/x-byte-analytics-data-analytics-services-company,X-Byte Analytics - Data Analytics Services Company,,,"$5,000+",$25 - $49 / hr,50 - 249,"Houston, TX",nan
https://clutch.co/profile/veritas-analytica,Veritas Analytica,,,"$1,000+",$25 - $49 / hr,2 - 9,"Bellevue, WA",nan
https://clutch.co/profile/datalift,DataLift,,,"$1,000+",$25 - $49 / hr,10 - 49,"Warszawa, Poland",nan
https://clutch.co/profile/tickbox-analytics,Tickbox Analytics,,,"$1,000+",$50 - $99 / hr,2 - 9,"London, United Kingdom",nan
https://clutch.co/profile/data-discovery,Data Discovery,,,"$1,000+",$25 - $49 / hr,2 - 9,"Budapest, Hungary",nan
https://clutch.co/profile/nexus-data-works,Nexus Data Works,,,"$5,000+",$100 - $149 / hr,2 - 9,"Dallas, TX",nan
https://clutch.co/profile/oxpecker-solutions-sp-ka-z-ograniczon-odpowiedzialno-ci,OXPECKER SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,$50 - $99 / hr,2 - 9,"Grodzisk Mazowiecki, Poland",nan
https://clutch.co/profile/cytogence,Cytogence,,,,$50 - $99 / hr,2 - 9,"Birmingham, AL",nan
https://clutch.co/profile/booldata,booldata,,,"$25,000+",$50 - $99 / hr,2 - 9,"Porto, Portugal",nan
https://clutch.co/profile/csibizinfo,csibizinfo,,,,50 - 249,,"Los Angeles, CA",nan
https://clutch.co/profile/maxidtp,maxidtp,,,"$5,000+",$50 - $99 / hr,2 - 9,"Kyiv, Ukraine",nan
https://clutch.co/profile/reporting-stack-technologies-private,REPORTING STACK TECHNOLOGIES PRIVATE LIMITED,,,"$1,000+",$50 - $99 / hr,10 - 49,"Bengaluru, India",nan
https://clutch.co/profile/yip-shing,YIP SHING,,,,$25 - $49 / hr,2 - 9,"Upper Mount Gravatt, Australia",nan
https://clutch.co/profile/twinslytics,Twinslytics,,,"$1,000+",$50 - $99 / hr,2 - 9,"Kyiv, Ukraine",nan
https://clutch.co/profile/digital-back-office,Digital Back Office,,,"$5,000+",$50 - $99 / hr,10 - 49,"London, United Kingdom",nan
https://clutch.co/profile/data-masters,Data Masters,,,"$25,000+",$50 - $99 / hr,50 - 249,"Skopje, North Macedonia",nan
https://clutch.co/profile/tradeimex-info-solution,TradeImeX ® Info Solution Pvt Ltd,,,"$1,000+",$25 - $49 / hr,50 - 249,"Delhi, India",nan
https://clutch.co/profile/rydot-infotech-private,Rydot Infotech Private Limited,,,"$1,000+",$25 - $49 / hr,50 - 249,"Ahmedabad, India",nan
https://clutch.co/profile/ssdb-tech-services,SSDB Tech Services,,,"$25,000+",$25 - $49 / hr,50 - 249,"Dallas, TX",nan
https://clutch.co/profile/whitebox-2,WhiteBox,,,"$10,000+",$50 - $99 / hr,2 - 9,"Madrid, Spain",nan
https://clutch.co/profile/orbitware,Orbitware,,,"$250,000+",$25 - $49 / hr,50 - 249,"Monterrey, Mexico",nan
https://clutch.co/profile/pgi-data,PGI Data,,,"$5,000+",< $25 / hr,50 - 249,"Singapore, Singapore",nan
https://clutch.co/profile/galde,Galde,,,"$5,000+",$150 - $199 / hr,2 - 9,"Bilbo, Spain",nan
https://clutch.co/profile/infinia-ml,Infinia ML,,,"$25,000+",10 - 49,,"Durham, NC",nan
https://clutch.co/profile/dinnpro,Dinnpro,,,"$1,000+",$25 - $49 / hr,2 - 9,"Montevideo, Uruguay",nan
https://clutch.co/profile/unit8-sa,Unit8 SA,,,"$50,000+",50 - 249,,"Morges, Switzerland",nan
https://clutch.co/profile/lapis-data-analytics,Lapis Data Analytics,,,"$1,000+",$25 - $49 / hr,10 - 49,"Chennai, India",nan
https://clutch.co/profile/repustate-0,Repustate Inc.,,,,10 - 49,,"Toronto, Canada",nan
https://clutch.co/profile/shandong-sunshine-information-technology-beijing-sunshine-golden-point-consulting,Shandong Sunshine Information Technology / Beijing Sunshine Golden Point Consulting,4.5,1 review,,10 - 49,,"Beijing, China",nan
https://clutch.co/profile/analytics-engines,Analytics Engines,,,"$10,000+",$50 - $99 / hr,10 - 49,"Belfast, United Kingdom",nan
https://clutch.co/profile/qstride,QStride,,,"$5,000+",$100 - $149 / hr,2 - 9,"Detroit, MI",nan
https://clutch.co/profile/applied-data-science-partners-0,Applied Data Science Partners,,,"$25,000+",$150 - $199 / hr,10 - 49,"London, United Kingdom",nan
https://clutch.co/profile/altinity,Altinity,,,"$5,000+",10 - 49,,"Kent, United Kingdom",nan
https://clutch.co/profile/ataira-analytics,Ataira Analytics Inc.,,,,10 - 49,,"Redmond, WA",nan
https://clutch.co/profile/perceptive-analytics,Perceptive Analytics,,,"$10,000+",$50 - $99 / hr,10 - 49,"San Bruno, CA",nan
https://clutch.co/profile/savana-solutions,Savana Solutions,,,"$5,000+",2 - 9,,"Den Haag, Netherlands",nan
https://clutch.co/profile/enterprise-engineering-solutions,Enterprise Engineering Solutions,,,"$5,000+",$50 - $99 / hr,10 - 49,"Dallas, TX",nan
https://clutch.co/profile/i2e-consulting-0,i2e Consulting LLC,,,"$10,000+",$50 - $99 / hr,50 - 249,"Groton, CT",nan
https://clutch.co/profile/newdata,newData,,,,$200 - $300 / hr,2 - 9,"Franklin, TN",nan
https://clutch.co/profile/logicai,LogicAI,,,"$10,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland",nan
https://clutch.co/profile/digital-group-2,The Digital Group Inc,,,,10 - 49,,"Princeton, NJ",nan
https://clutch.co/profile/al-rafay-consulting,Al Rafay Consulting LLC,,,,10 - 49,,"Bolingbrook, IL",nan
https://clutch.co/profile/genpro-research,Genpro Research,,,"$1,000+",< $25 / hr,50 - 249,"Walpole, MA",nan
https://clutch.co/profile/bitstrapped,Bitstrapped,,,"$25,000+",10 - 49,,"Toronto, Canada",nan
https://clutch.co/profile/hir-infotech,Hir Infotech,,,"$1,000+",$25 - $49 / hr,10 - 49,"Ahmedabad, India",nan
https://clutch.co/profile/cloudbilling,CloudBilling,,,,10 - 49,,"Naarden, Netherlands",nan
https://clutch.co/profile/quantumtechnologynet,QuantumTechnology.net,,,"$1,000+",$25 - $49 / hr,10 - 49,"Shippensburg, PA",nan
https://clutch.co/profile/futuralis,Futuralis,,,"$5,000+",$150 - $199 / hr,10 - 49,"Bethesda, MD",nan
https://clutch.co/profile/fragment-studio,Fragment Studio,5.0,1 review,"$5,000+",$100 - $149 / hr,2 - 9,"Reutlingen, Germany",nan
https://clutch.co/profile/forte-partners,Forte Partners,,,,10 - 49,,"Istanbul, Türkiye",nan
https://clutch.co/profile/quematics,Quematics,,,"$5,000+",$150 - $199 / hr,2 - 9,"Huntingdon, United Kingdom",nan
https://clutch.co/profile/datum-labs,Datum Labs LLC,,,"$5,000+",$25 - $49 / hr,2 - 9,"Sheridan, WY",nan
https://clutch.co/profile/m-stats,M-Stats,,,"$1,000+",$25 - $49 / hr,2 - 9,"Tetouan, Morocco",nan
https://clutch.co/profile/vox-code,Vox Code,5.0,1 review,"$5,000+",$25 - $49 / hr,10 - 49,"Beograd, Serbia",nan
https://clutch.co/profile/skypoint-cloud,SkyPoint Cloud,,,"$25,000+",$200 - $300 / hr,50 - 249,"Beaverton, OR",nan
https://clutch.co/profile/engineroomio,EngineRoom.io®,,,,$100 - $149 / hr,2 - 9,"Alexandria, Australia",nan
https://clutch.co/profile/caura-co,Caura & Co.,,,"$10,000+",2 - 9,,"Seattle, WA",nan
https://clutch.co/profile/max-ranx,Max Ranx,,,"$1,000+",2 - 9,,"Cincinnati, OH",nan
https://clutch.co/profile/fathom-data,Fathom Data,,,"$1,000+",$50 - $99 / hr,2 - 9,"Durban North, South Africa",nan
https://clutch.co/profile/databrew-0,Databrew,,,"$5,000+",$50 - $99 / hr,2 - 9,"Gainesville, FL",nan
https://clutch.co/profile/hazy,Hazy,,,,10 - 49,,"London, United Kingdom",nan
https://clutch.co/profile/ricker-lyman-robotic-company,The Ricker Lyman Robotic Company Inc.,,,"$50,000+",$50 - $99 / hr,10 - 49,"Beacon, NY",nan
https://clutch.co/profile/yvolv,YVOLV,,,,10 - 49,,"Dubai, United Arab Emirates",nan
https://clutch.co/profile/rollup-consulting,Rollup Consulting,,,"$10,000+",$25 - $49 / hr,10 - 49,"Bogotá, Colombia",nan
https://clutch.co/profile/anyon-consulting,Anyon Consulting,,,"$5,000+",$50 - $99 / hr,10 - 49,"Plymouth, MN",nan
https://clutch.co/profile/eaglyticsco,Eaglytics.Co,,,"$5,000+",$50 - $99 / hr,10 - 49,"Dubai, United Arab Emirates",nan
https://clutch.co/profile/ruess-group-gmbh,Ruess Group GmbH,,,"$5,000+",$100 - $149 / hr,10 - 49,"Stuttgart, Germany",nan
